Date,AAPL,GOOGL,AMZN,MSFT,JPM,V,JNJ,PG,XOM,T,BAC,WMT,INTC,PFE,VZ,KO,TSLA,MRK,DIS,UNH,HD,ADBE,CMCSA,PEP,CSCO,NVDA,NFLX,ABT,NKE,CVX,ACN,TMUS,BMY,LLY,TMO,IBM,MCD,ORCL,UPS,MDT,COST,PM,AVGO,SAP,HON,NEE,TXN,MO
2019-08-06,47.616102336914174,58.2760009765625,89.61150360107422,128.60271661630202,97.45460122796032,167.24445365889127,117.14901034924156,102.94727561605886,56.631613442310666,18.389298408662757,25.83585558393787,99.4875468049749,42.206086657024,30.678108785409492,45.18600891641373,45.83013500456555,15.458666801452637,69.95058540195416,139.5737739014593,231.79232035839647,186.30116093014098,283.6300048828125,37.97864906426702,111.6158044991564,45.885246443365624,38.24077572696332,310.5799865722656,78.46412324869719,76.79714395659613,99.146571768852,176.20894609071757,76.51000213623047,40.294887480979455,102.51674610381176,268.9251570540921,111.41368105651902,191.97063374508826,50.74800853886053,102.42071153063064,90.36591478243452,251.75988183038885,64.819941551699,235.47348798380148,109.30323369798339,150.66432903465275,47.80555493509439,106.83809653359188,34.16984863974213
2019-08-07,47.39779630576034,57.88999938964844,88.69950103759766,128.59306443352145,95.63922900105001,166.9621453323878,116.26817630366621,103.03785540632636,56.2851661242832,18.43868875920775,25.1083414208941,100.26515260107385,41.44520751275581,30.232668196692785,44.801416652119485,46.18355355392423,15.100000381469727,70.86787851450823,134.12641421544325,232.11280991294953,187.2371516086963,282.239990234375,37.62337788722266,113.06490015511122,45.77924966641519,37.27106842457324,302.55999755859375,78.45476813101692,77.42230008789574,98.16946618167152,176.71868254654336,76.48999786376953,39.92439506839008,103.35957356699772,269.87643703244356,108.83286540106634,194.48769798142166,49.746147683134694,100.6754782964864,90.69122626469384,253.37553400447783,64.21265633281354,230.15602238907198,110.29488135087907,150.28621865468625,48.55201592584246,105.87226570113226,33.44143810977654
2019-08-08,48.559636408417255,59.32149887084961,90.30000305175781,131.2939386822765,96.56904683018558,172.76445169219434,117.7242166348454,104.64117724937445,57.08278592094199,18.79538986171444,25.563039864780126,101.6907797651931,41.319892641058125,30.273908790487695,45.30057750418739,47.01410226151585,15.630000114440918,71.32232402448629,137.0787216050008,232.03739027201516,190.56318583393397,292.75,38.23372388190383,114.58555816671172,46.62718644899531,38.839985262711316,311.0299987792969,79.6811997078965,78.68220773034629,99.78958378068454,179.35233596683267,76.94000244140625,40.95646709407893,104.84858693146985,274.9100450327796,109.88503766002994,198.18118542329404,50.298584719725724,103.24461988849906,91.74848720784469,257.9672133670119,65.06764412356422,235.69134298221294,111.94454040364906,151.78943589302074,48.972326805409594,110.10569222146067,33.66724583441491
2019-08-09,49.01197027161453,59.9995002746582,91.44750213623047,133.2258746428582,96.83472847857409,174.91593748426234,118.46125402607645,106.54339967611988,58.11406444308834,18.894168796540235,25.708538487753575,101.73785088735693,42.01809831306638,30.33164996232983,45.53788484864201,47.52656858028388,15.736666679382324,71.61685646794702,136.28349658004802,233.4794521827237,192.15346762035225,296.1400146484375,38.83496857609278,116.02571820416657,46.618346806477305,38.93942766780505,313.739990234375,80.16802946237792,79.96135735022922,102.81276774014502,182.75999745394446,77.5999984741211,41.715088155459405,106.04727504318748,276.2379733715163,110.53585348454544,198.88341186684508,50.785459057084005,103.87363545889474,92.06479047980254,259.4222512980339,65.86669819944635,234.99394914842006,110.61924272053535,153.91056331653158,49.57868042935809,111.90198918443042,33.856630874005766
2019-08-12,48.602926315837195,59.0,89.79949951171875,131.74567416481838,96.02886888302221,172.7449570547239,118.19160375630165,105.78251994659595,57.14813479921561,18.916116284671048,25.308409101073956,100.47625951210762,40.96182655405957,29.952193584763734,45.70153261386485,47.07596241822766,15.53266716003418,71.72626172690909,136.4922351691714,232.60290412614822,189.10922221359203,293.1400146484375,38.926067640746034,114.89863073781707,46.16788724859178,37.81310394190348,305.4599914550781,80.87954962956144,78.29750576676605,102.72927510602985,180.7493970032818,77.06999969482422,41.45926734024386,105.72889492025946,272.2248003743212,107.67066616111052,201.0356785844701,50.26111881658566,101.99548533469314,91.87503470130389,258.9025807579971,65.88268582751468,238.30642982045052,110.73972794668259,152.55490563568046,49.86578548322774,107.9664147857545,33.52884409962851
2019-08-13,48.943800617802744,58.717498779296875,89.1500015258789,130.765296455717,95.5949548634603,169.77570685583072,118.91064319804848,105.53794926093535,56.50373148897542,18.86124474471625,25.07196541662118,99.09226177623039,40.72014457153507,29.22627958021294,45.52970038754481,46.74020666020017,15.253999710083008,71.91982625968404,134.19599175283633,227.78665904836973,187.4825442171319,288.2300109863281,38.752974646030786,114.74657499909577,45.4612811174887,37.64153283436057,309.7699890136719,79.87781513474614,78.06666647905068,101.05901808084967,178.1817847731144,76.93000030517578,40.96529492077589,106.31887050496005,269.5890894798813,106.19442318190463,200.63437481011582,49.755514763929504,101.34878628033788,91.51354414239754,256.20990858841486,65.235458863657,239.9801685371633,110.09098535014382,152.08455535723934,49.470738005875184,108.64340860293528,33.34674794325581
2019-08-14,49.46483586567285,58.80350112915039,89.65049743652344,131.49967179915114,94.13378042619073,171.57673610444763,119.11734909967561,105.4926524835336,56.34059325817635,18.987461405327632,24.499047876928632,99.30878656805031,41.230374819313845,28.813829468387624,45.85701039079408,47.128972730119436,15.413999557495117,71.8440761936725,134.25563704902623,232.5463556162854,185.80136638375228,287.6000061035156,39.618407355583585,115.85576388245289,46.03539313944914,37.91753927406927,308.010009765625,80.40208157481287,78.13400004547994,100.23221884268841,179.72988542019374,76.7699966430664,41.362241879263635,108.16739520333171,270.15389363205463,106.28171626805162,199.6768028561422,49.952137732802925,101.66769901894007,91.72138415796634,258.874186316448,66.72970030607699,243.0224167859488,108.96959782997895,153.11741843002324,49.63381363087627,108.95031038895056,33.798364708595756
2019-08-15,49.53787595698538,58.42150115966797,89.09950256347656,129.5999373751994,92.82319249221229,169.8938822370481,116.99620068646435,105.80063295144724,55.02731109588263,18.789900724611172,24.171666399647837,105.94634234176996,41.2661750829782,28.294140270209365,45.43969029317217,47.208487721254755,14.723999977111816,70.28720245288618,132.70492360998165,230.30316517784803,184.4745990191394,285.6400146484375,38.67098720549387,115.98098471518018,41.83109038284778,37.50229764271994,299.5,78.79179897747564,77.83585445030947,97.91056902777918,176.8508536119604,76.47000122070312,40.4272066436255,103.98609896855254,272.1554754123221,104.14672033092288,196.98648520263808,49.29671561357358,101.61453605529744,91.07980706919665,255.59575824178145,67.06529867202217,237.1035348314331,108.876918835341,151.37490952938646,49.29619019418779,109.46481103319704,33.4195901240806
2019-08-16,49.73753347902132,59.03950119018555,89.64450073242188,130.07247732971263,94.19579205897477,173.54020164066873,118.1646257885685,106.94197569271059,55.28834017290447,18.92160902934437,24.126201694818114,107.40563432795841,41.48101401585154,28.64059855408723,46.20888187717684,47.69444506538479,14.444000244140625,71.06985316188658,133.22184074389597,231.27395472365762,185.15615683353258,285.5799865722656,38.97161379825623,117.55529377939926,41.000830750315906,39.620711863418876,298.8599853515625,79.33481161170529,77.02797802119049,98.208358508301,180.40955528666257,77.98999786376953,40.55069946358942,104.47579429721957,274.06785664862457,105.59122949973448,199.88656882416066,49.79296622175259,101.76352483198262,92.63409347157433,258.9686584472656,67.70454197517157,237.23423906851673,109.30323313862264,151.8290826896765,50.13680898119355,109.4738346579238,33.288474794176416
2019-08-19,51.28116738336635,59.59149932861328,90.90399932861328,132.9365709034428,97.08266262001848,175.89954286214513,119.09041392104612,108.67209381240905,56.25902460236399,19.212456278407323,25.135623012253365,107.65985116812739,42.48356996006684,28.77258717240158,46.61803421125086,48.10088028791674,14.947333335876465,72.02922156888336,135.97533487702367,233.26267297058735,188.09138914620536,291.32000732421875,39.74594712892378,118.13674915071495,42.30804794431081,40.80671410954187,306.25,80.31782571811358,78.86496178108611,98.8242740205023,184.07214433604798,78.26000213623047,41.52984343144813,104.57939967785174,276.0595365081747,107.05160795763777,200.62528487149743,50.76674040807486,104.24729380653889,93.52871528187933,261.1510873162454,68.43969073137256,243.64126930487507,111.44407530971071,154.9803936576958,49.91172138267989,113.32816717927852,34.11158595816559
