8.981198219118654436e+01,7.250878831687897730e+01,1.456004943847656250e+02,1.985698699479810045e+02,8.517313282680751740e+01,1.905313656745009609e+02,1.265504051745879508e+02,1.095956995788243376e+02,3.679329595736909653e+01,1.664994762900627734e+01,2.159322160651690226e+01,3.765667342293010478e+01,5.309923003202485603e+01,2.786195752850224494e+01,4.404444160413034837e+01,4.005525695412877951e+01,8.143199920654296875e+01,6.634038247956469547e+01,1.146264211685569165e+02,2.837080814587864097e+02,2.287508019896962423e+02,4.450000000000000000e+02,3.652201208732666515e+01,1.192445803946311287e+02,4.106240367524976875e+01,9.610369383371480723e+00,4.856400146484375000e+02,8.635378691514630134e+01,9.464987108700377405e+01,7.503471355792130737e+01,2.046377685103784643e+02,1.056587176433880444e+02,5.220697819899694991e+01,1.557759913400361995e+02,3.587344153705271879e+02,9.440645769983764524e+01,1.707208552936863555e+02,5.238785493899923296e+01,1.017711863003711272e+02,8.410821705566273465e+01,2.832379832166291180e+02,5.726056927238032301e+01,2.860118581013397829e+02,1.324408735626526266e+02,1.343421017586158825e+02,5.648984996110436185e+01,1.131008356830236465e+02,2.872435828430631943e+01
9.033689250653677050e+01,7.432220001248929009e+01,1.467485046386718750e+02,2.016109845612453739e+02,8.489442704743031243e+01,1.931852008678256141e+02,1.273746391306907100e+02,1.102931328294877318e+02,3.683453012195088405e+01,1.688772679648324271e+01,2.157510420936937479e+01,3.756574459780505748e+01,5.267759931457375444e+01,2.812754125180034492e+01,4.428446321786120876e+01,3.992259576021645984e+01,8.511266326904296875e+01,6.690607773232410693e+01,1.134602239422964658e+02,2.860683621571143931e+02,2.272345104889800496e+02,4.480000000000000000e+02,3.630309400430390809e+01,1.188338232885325709e+02,4.106238872786106953e+01,9.712814016138096918e+00,4.807699890136718750e+02,8.659649596216631551e+01,9.545475362646560313e+01,7.514386956138604035e+01,2.057621576002519248e+02,1.053129490147981357e+02,5.247109173696193096e+01,1.561462626663540902e+02,3.668692617133003182e+02,9.563693797973266442e+01,1.698079367721112476e+02,5.277285503339155071e+01,1.018239917108199961e+02,8.483833748169953992e+01,2.846542759946808587e+02,5.740572920182360406e+01,2.880371920229451916e+02,1.366841133785121656e+02,1.358831823208657568e+02,5.649667988658415396e+01,1.141030692686942274e+02,2.881132738995127696e+01
9.165777382885272573e+01,7.472074388994839467e+01,1.529275054931640625e+02,2.031749708518511284e+02,8.434601934108545152e+01,1.913187487136651157e+02,1.266758351370047961e+02,1.098674337331527653e+02,3.619959179583787545e+01,1.675500966255682656e+01,2.117657273988221434e+01,3.714242556491941372e+01,5.299158075236459098e+01,2.740323337294185890e+01,4.394042231016451439e+01,3.979878167628989161e+01,9.366733551025390625e+01,6.670344143153205607e+01,1.132608718872070312e+02,2.838591423525236905e+02,2.246014011246754194e+02,4.525899963378906250e+02,3.652200678513922583e+01,1.181105167883203109e+02,4.110696822635102166e+01,9.916703163164655166e+00,4.973099975585937500e+02,8.631642913818359375e+01,9.507148256355360161e+01,7.373333770430603806e+01,2.044015363799188378e+02,1.051548858026228430e+02,5.261195224582681362e+01,1.577223537734401191e+02,3.776396154739271083e+02,9.386223099648036339e+01,1.710586707391293260e+02,5.291370243489202352e+01,1.004947501924856965e+02,8.299048382153881676e+01,2.869590655660753100e+02,5.645408368192433812e+01,2.856428206186515695e+02,1.346692618993232600e+02,1.347296945063518194e+02,5.564532402059371918e+01,1.151947902988075185e+02,2.840543515041586176e+01
9.197760158451959001e+01,7.495397976142851348e+01,1.511304931640625000e+02,2.028081476252455957e+02,8.297052068248029855e+01,1.896370502435742935e+02,1.280017874908548947e+02,1.106373186202246615e+02,3.558114654637780205e+01,1.684348487854003906e+01,2.085956335359673375e+01,4.013702252393328251e+01,5.243538290264443447e+01,2.737103752388187061e+01,4.409244572025173881e+01,3.992260383791293066e+01,9.366666412353515625e+01,6.639104554991847351e+01,1.131113588067415776e+02,2.807340804873570619e+02,2.250553553386364740e+02,4.537600097656250000e+02,3.660409673698851662e+01,1.197982089174477096e+02,4.063457368891760524e+01,9.964063879914188959e+00,4.985799865722656250e+02,8.667117050751569707e+01,9.342340512920105766e+01,7.253273013139684622e+01,2.054881643037741981e+02,1.049671761064053328e+02,5.310496402426279872e+01,1.584059403611474295e+02,3.810184380273663010e+02,9.312077823342586669e+01,1.693514686040059871e+02,5.317663023722851534e+01,1.008116576308897550e+02,8.258486721283391319e+01,2.935493548009290521e+02,5.887352100025051982e+01,2.845627242581226710e+02,1.348178175633870524e+02,1.332808751874580651e+02,5.618709982962524663e+01,1.160359539210418234e+02,2.886206959034964825e+01
9.401141983900362220e+01,7.540994713089678214e+01,1.557994995117187500e+02,2.088517511993974836e+02,8.407633305387470557e+01,1.895592404344797330e+02,1.279032152836244194e+02,1.112441698204601579e+02,3.537500576835096666e+01,1.689920562027609918e+01,2.077804207313947060e+01,3.938758743878388202e+01,5.221110329522026205e+01,2.714569745156811464e+01,4.421542618680086179e+01,3.984300555863735127e+01,9.313266754150390625e+01,6.580844109481111559e+01,1.161315211005603913e+02,2.786097573946885859e+02,2.266806095092788382e+02,4.604400024414062500e+02,3.621188621071750191e+01,1.186730976097501582e+02,4.153478795147344016e+01,1.034941391871155858e+01,5.083999938964843750e+02,8.657782387827957393e+01,9.442949453855109709e+01,7.218009973122954648e+01,2.064330606746221690e+02,1.053722271513251769e+02,5.252391693935815198e+01,1.612922748513985596e+02,3.820390069754038223e+02,9.307347629696374725e+01,1.700087770330819126e+02,5.351468774381918792e+01,1.007940480721862713e+02,8.242264022408419066e+01,2.961966421665473490e+02,5.781703144176761100e+01,2.880461648890798187e+02,1.443163558177564880e+02,1.335669740023727172e+02,5.718868586225154615e+01,1.152484935890310567e+02,2.879683844624648259e+01
9.310560667676777769e+01,7.557576389646678194e+01,1.595879974365234375e+02,2.062354168979588280e+02,8.270982567304425004e+01,1.863027145531088706e+02,1.278942762390733066e+02,1.110177286703932396e+02,3.390722572799187873e+01,1.668987364561861142e+01,2.056971468677453529e+01,4.036905905421637186e+01,5.198683410564023433e+01,2.708935588659389992e+01,4.356007812557437120e+01,3.880823559745295626e+01,9.306666564941406250e+01,6.480368099714290508e+01,1.164504755802185940e+02,2.777978668874966388e+02,2.254367290778089625e+02,4.608299865722656250e+02,3.578317841850369518e+01,1.181998096054619936e+02,4.165066696453409634e+01,1.055729572981560160e+01,5.197299804687500000e+02,8.725932354046733508e+01,9.294429389558885646e+01,6.926669150419553489e+01,2.069338774013836826e+02,1.045423698124358651e+02,5.106247428583195358e+01,1.577413481868582039e+02,3.852097321514449391e+02,9.110156065409154280e+01,1.677811545786903764e+02,5.396540107131170316e+01,1.009701172906975728e+02,8.083618170294457173e+01,3.017502638236728671e+02,5.701861612689314285e+01,2.897563688576228174e+02,1.417908640025942759e+02,1.306970112766347825e+02,5.740494461164801976e+01,1.165281312307824635e+02,2.823148460519566427e+01
9.499047972715150934e+01,7.740816264841001271e+01,1.625529937744140625e+02,2.070656841264004413e+02,8.876021905677258417e+01,1.882080386902437965e+02,1.286647853008229276e+02,1.123129403507442561e+02,3.544097421598603148e+01,1.706327056400831310e+01,2.207327462346461644e+01,4.118120898392427165e+01,5.368235170948185697e+01,2.795049054987235948e+01,4.429633075869878667e+01,4.026752180098529976e+01,1.105999984741210938e+02,6.501475092853394244e+01,1.195503774318013654e+02,2.757680288862140969e+02,2.287326069804030624e+02,4.697699890136718750e+02,3.691422374233869874e+01,1.221288063632482022e+02,4.177543941586943532e+01,1.056352650984263519e+01,5.679799804687500000e+02,8.695125209995910609e+01,9.414205405195913556e+01,7.223885624158896235e+01,2.091354921816862600e+02,1.055994525573001965e+02,5.068390669472498899e+01,1.562886999456757451e+02,3.811373447503996204e+02,9.447744869278425028e+01,1.694427402983923230e+02,5.389967904038135771e+01,1.017800006982446916e+02,8.230543154611534362e+01,3.020280595132628036e+02,5.867998067194082523e+01,2.895494118235347969e+02,1.444927781527655100e+02,1.324964860495298069e+02,5.895513156221166895e+01,1.181209800875301568e+02,2.908675933780497047e+01
9.262216875339410649e+01,7.455393894345847627e+01,1.544499969482421875e+02,1.990043549005455361e+02,8.843660162211385511e+01,1.842127419924507308e+02,1.301968603589314739e+02,1.123039010369449073e+02,3.506990244444209281e+01,1.681434095094884995e+01,2.163850550801985406e+01,4.053839243118009961e+01,5.191507099230326361e+01,2.846555769815918424e+01,4.403743280627116974e+01,3.971918595233923099e+01,1.037333297729492188e+02,6.547070978626477711e+01,1.148556781982950525e+02,2.811683895663755379e+02,2.260813645792726163e+02,4.357399902343750000e+02,3.643991452710155698e+01,1.201821682192459377e+02,4.054544141614884012e+01,1.004507038099692373e+01,5.170800170898437500e+02,8.682023146232430122e+01,9.230231118305049165e+01,7.169311789359747422e+01,2.029652726938982710e+02,1.023195356171830213e+02,5.091280847936256038e+01,1.546461934844381858e+02,3.754598298393482310e+02,9.356251410457804241e+01,1.689771304725596508e+02,5.343915561339083098e+01,9.997536359981808118e+01,8.359442980626643305e+01,2.974184642870251878e+02,5.897030822865887956e+01,2.781268775420867314e+02,1.404723694043382238e+02,1.324134210832483234e+02,5.832913933161390929e+01,1.143536370127796857e+02,2.914474827573534554e+01
9.667513780157408121e+01,7.607419047699777082e+01,1.540115051269531250e+02,2.023157873847324595e+02,9.070211547942817276e+01,1.897828623827659271e+02,1.341478772876076277e+02,1.141063512311556423e+02,3.713137142538884916e+01,1.701235392411935621e+01,2.242651603423391649e+01,4.147596436809644160e+01,5.295569229125976562e+01,2.896452984759333660e+01,4.499212738147801360e+01,4.094852066148551017e+01,1.028666687011718750e+02,6.690610279100000923e+01,1.212348798766289661e+02,2.842933567234956058e+02,2.361960250786629842e+02,4.349100036621093750e+02,3.749798819205061307e+01,1.208608177868931648e+02,4.144566214674383531e+01,1.038331560790829577e+01,5.162999877929687500e+02,8.987542983514008199e+01,9.429535234783959652e+01,7.571479385230513515e+01,2.086403936734348292e+02,1.042361168862897500e+02,5.163471804883565142e+01,1.568393151209563712e+02,3.891037597656250000e+02,9.654398571749437963e+01,1.770202185252165350e+02,5.414640371071506308e+01,1.027483155249341991e+02,8.618138050388884608e+01,3.036941702815092867e+02,6.030908314637839851e+01,2.843917101879847564e+02,1.443999133242473647e+02,1.395282750667393543e+02,6.022760793987731631e+01,1.176108983105876860e+02,2.996378667772748727e+01
9.430439295063621330e+01,7.498893600451755503e+01,1.485529937744140625e+02,1.982995615830581357e+02,8.880517521740222264e+01,1.898800471967461476e+02,1.332071315332610766e+02,1.132911594753376647e+02,3.653768317393327436e+01,1.695577889452483689e+01,2.151170159965414541e+01,4.140697516283442781e+01,5.251612482052421171e+01,2.865066146850585938e+01,4.439342351604932446e+01,4.091314381970470748e+01,9.847733306884765625e+01,6.736204242644346607e+01,1.173375862051453566e+02,2.879661090018246341e+02,2.331271399056494147e+02,4.284299926757812500e+02,3.804527655242981155e+01,1.197089270446055878e+02,4.073260672659817772e+01,9.985252358477533008e+00,5.264799804687500000e+02,9.170293086124030424e+01,9.342339891166210464e+01,7.425389103606165975e+01,2.084316674892038179e+02,1.032383054463831087e+02,5.214534385927307625e+01,1.566114602446781987e+02,3.893315723280417160e+02,9.676486562925703083e+01,1.744822079675880389e+02,5.320341454865823749e+01,1.045793244017924337e+02,8.707375460699768155e+01,3.023242454276671083e+02,6.030101971459231436e+01,2.795850623083169921e+02,1.444277799440665433e+02,1.393529377769021949e+02,5.915090392103063976e+01,1.170918971546036431e+02,2.967386002824480329e+01
